sample	region	M1	MU1
MEDAL-115_TIS_Tumor	2:157177177-157177391	58	4128
MEDAL-115_TIS_Tumor	2:162273263-162273357	1175	3150
MEDAL-115_TIS_Tumor	2:162283376-162283474	684	2454
MEDAL-115_TIS_Tumor	2:171674709-171674891	473	13117
MEDAL-115_TIS_Tumor	2:173099457-173099556	760	1504
MEDAL-115_TIS_Tumor	2:173600982-173601190	435	2912
MEDAL-115_TIS_Tumor	2:175191588-175191762	38	781
MEDAL-115_TIS_Tumor	2:175193211-175193632	1298	8994
MEDAL-115_TIS_Tumor	2:175200676-175200764	317	2417
MEDAL-115_TIS_Tumor	2:175205683-175205900	1897	6462
MEDAL-115_TIS_Tumor	2:175547850-175548060	86	3150
MEDAL-115_TIS_Tumor	2:176948011-176948114	987	3266
MEDAL-115_TIS_Tumor	2:176994649-176994838	1720	10138
MEDAL-115_TIS_Tumor	2:177017324-177017396	413	2359
MEDAL-115_TIS_Tumor	2:182322689-182322921	486	6523
MEDAL-115_TIS_Tumor	2:182545929-182546077	123	2423
MEDAL-115_TIS_Tumor	2:182548781-182548975	165	5724
MEDAL-115_TIS_Tumor	2:187714304-187714332	127	449
MEDAL-115_TIS_Tumor	2:198669977-198670097	66	7541
MEDAL-115_TIS_Tumor	2:207138958-207139094	354	2078
MEDAL-115_TIS_Tumor	2:209271621-209271822	295	7577
MEDAL-115_TIS_Tumor	2:219925159-219925223	34	1938
MEDAL-115_TIS_Tumor	2:223162695-223163049	989	3770
MEDAL-115_TIS_Tumor	2:223163804-223163946	969	6139
MEDAL-115_TIS_Tumor	2:223185363-223185473	800	2964
MEDAL-115_TIS_Tumor	2:228736509-228736575	450	2243
MEDAL-115_TIS_Tumor	2:233216055-233216106	550	6436
MEDAL-115_TIS_Tumor	2:237073011-237073170	3344	11560
MEDAL-115_TIS_Tumor	2:237078609-237078831	1530	8031
MEDAL-115_TIS_Tumor	2:242212465-242212640	440	3131
MEDAL-115_TIS_Tumor	20:983179-983257	160	2303
MEDAL-115_TIS_Tumor	20:2780948-2781563	2714	36747
MEDAL-115_TIS_Tumor	20:3052520-3052653	181	4325
MEDAL-115_TIS_Tumor	20:3641467-3641652	524	7468
MEDAL-115_TIS_Tumor	20:4803468-4803655	13	3604
MEDAL-115_TIS_Tumor	20:9496467-9496562	293	3621
MEDAL-115_TIS_Tumor	20:10198230-10198397	118	1044
MEDAL-115_TIS_Tumor	20:20347449-20347599	357	3642
MEDAL-115_TIS_Tumor	20:20350330-20350474	163	4331
MEDAL-115_TIS_Tumor	20:21081987-21082076	183	1623
MEDAL-115_TIS_Tumor	20:21086271-21086508	309	5041
MEDAL-115_TIS_Tumor	20:21490629-21490715	428	1904
MEDAL-115_TIS_Tumor	20:21495967-21496030	42	790
MEDAL-115_TIS_Tumor	20:21502996-21503193	3562	19875
MEDAL-115_TIS_Tumor	20:23030076-23030371	188	17472
MEDAL-115_TIS_Tumor	20:24450936-24451011	162	3770
MEDAL-115_TIS_Tumor	20:25062282-25062390	1658	4612
MEDAL-115_TIS_Tumor	20:25062747-25062933	2036	11670
MEDAL-115_TIS_Tumor	20:25065548-25065654	104	908
MEDAL-115_TIS_Tumor	20:34894623-34894791	666	9278
MEDAL-115_TIS_Tumor	20:37355990-37356037	28	4763
MEDAL-115_TIS_Tumor	20:41818585-41818979	223	10598
MEDAL-115_TIS_Tumor	20:44518932-44519099	631	12433
MEDAL-115_TIS_Tumor	20:45142110-45142220	64	2584
MEDAL-115_TIS_Tumor	20:47444677-47445153	1956	40395
MEDAL-115_TIS_Tumor	20:47935054-47935162	623	6357
MEDAL-115_TIS_Tumor	20:49639974-49640149	1451	15585
MEDAL-115_TIS_Tumor	20:51589725-51589843	182	3043
MEDAL-115_TIS_Tumor	20:52789979-52790212	265	6838
MEDAL-115_TIS_Tumor	20:55500518-55500638	389	4350
MEDAL-115_TIS_Tumor	20:58180070-58180180	384	5980
MEDAL-115_TIS_Tumor	20:61050386-61050593	276	11195
MEDAL-115_TIS_Tumor	20:61051146-61051411	258	11432
MEDAL-115_TIS_Tumor	20:61637979-61638122	633	11455
MEDAL-115_TIS_Tumor	20:61809652-61809883	566	9693
MEDAL-115_TIS_Tumor	20:62103256-62103390	785	5892
MEDAL-115_TIS_Tumor	21:27011932-27012350	108	15013
MEDAL-115_TIS_Tumor	21:27012873-27012990	242	1710
MEDAL-115_TIS_Tumor	21:28340045-28340076	24	1685
MEDAL-115_TIS_Tumor	21:38070617-38070812	579	12072
MEDAL-115_TIS_Tumor	21:38079605-38079787	756	3527
MEDAL-115_TIS_Tumor	22:19156934-19157096	61	4211
MEDAL-115_TIS_Tumor	22:21386825-21387005	343	11334
MEDAL-115_TIS_Tumor	22:25678490-25678786	436	11209
MEDAL-115_TIS_Tumor	22:28198448-28198519	31	2597
MEDAL-115_TIS_Tumor	22:28839244-28839398	146	4842
MEDAL-115_TIS_Tumor	22:29875994-29876242	1605	20607
MEDAL-115_TIS_Tumor	22:45404680-45404997	308	10697
MEDAL-115_TIS_Tumor	22:46262890-46262970	1378	4616
MEDAL-115_TIS_Tumor	22:46263705-46263836	1471	6797
MEDAL-115_TIS_Tumor	3:238156-238324	343	2256
MEDAL-115_TIS_Tumor	3:2141517-2141620	17	990
MEDAL-115_TIS_Tumor	3:6902528-6902770	116	2016
MEDAL-115_TIS_Tumor	3:28617133-28617310	144	3809
MEDAL-115_TIS_Tumor	3:32858932-32859056	94	4333
MEDAL-115_TIS_Tumor	3:32860292-32860559	917	10515
MEDAL-115_TIS_Tumor	3:33260590-33260788	348	6368
MEDAL-115_TIS_Tumor	3:61550206-61550467	158	7281
MEDAL-115_TIS_Tumor	3:62356074-62356437	4098	15916
MEDAL-115_TIS_Tumor	3:68056806-68057031	804	11307
MEDAL-115_TIS_Tumor	3:68980839-68980953	68	1171
MEDAL-115_TIS_Tumor	3:73673994-73674176	515	9671
MEDAL-115_TIS_Tumor	3:121902855-121903085	165	8209
MEDAL-115_TIS_Tumor	3:123753082-123753204	357	2966
MEDAL-115_TIS_Tumor	3:125677107-125677428	4197	16076
MEDAL-115_TIS_Tumor	3:129693495-129693641	1482	6512
MEDAL-115_TIS_Tumor	3:129694595-129694662	128	1113
MEDAL-115_TIS_Tumor	3:137484044-137484163	798	4554
MEDAL-115_TIS_Tumor	3:137487903-137488105	600	5954
MEDAL-115_TIS_Tumor	3:138666113-138666197	58	2281
MEDAL-115_TIS_Tumor	3:147106044-147106129	34	421
MEDAL-115_TIS_Tumor	3:147124247-147124423	189	1680
MEDAL-115_TIS_Tumor	3:148415351-148415557	254	6100
MEDAL-115_TIS_Tumor	3:157155872-157156215	200	9141
MEDAL-115_TIS_Tumor	3:157821523-157821703	879	3793
MEDAL-115_TIS_Tumor	3:167966605-167966711	98	3913
MEDAL-115_TIS_Tumor	3:170137185-170137558	596	13631
MEDAL-115_TIS_Tumor	3:172166067-172166329	1474	12050
MEDAL-115_TIS_Tumor	3:172167562-172167645	612	5331
MEDAL-115_TIS_Tumor	3:179754778-179754981	1092	10184
MEDAL-115_TIS_Tumor	3:181414268-181414279	97	177
MEDAL-115_TIS_Tumor	3:189837987-189838255	213	11020
MEDAL-115_TIS_Tumor	3:192126868-192127118	175	3005
MEDAL-115_TIS_Tumor	3:192232068-192232241	906	4713
MEDAL-115_TIS_Tumor	4:1396437-1396604	678	4449
MEDAL-115_TIS_Tumor	4:4389336-4389515	37	1562
MEDAL-115_TIS_Tumor	4:5890472-5890695	183	9446
MEDAL-115_TIS_Tumor	4:7657470-7657488	867	1237
MEDAL-115_TIS_Tumor	4:13549435-13549709	995	11468
MEDAL-115_TIS_Tumor	4:16085436-16085575	1037	8814
MEDAL-115_TIS_Tumor	4:17783401-17783488	200	974
MEDAL-115_TIS_Tumor	4:21950031-21950323	795	8674
MEDAL-115_TIS_Tumor	4:27086443-27086658	284	11785
MEDAL-115_TIS_Tumor	4:37246145-37246401	1305	11669
MEDAL-115_TIS_Tumor	4:41751898-41751998	392	1188
MEDAL-115_TIS_Tumor	4:41882559-41882704	1781	6767
MEDAL-115_TIS_Tumor	4:46391519-46391651	81	2918
MEDAL-115_TIS_Tumor	4:54975757-54975851	542	2242
MEDAL-115_TIS_Tumor	4:55098316-55098530	675	11036
MEDAL-115_TIS_Tumor	4:56914892-56915005	76	2763
MEDAL-115_TIS_Tumor	4:57521925-57522077	2828	5055
MEDAL-115_TIS_Tumor	4:62065879-62065973	42	1205
MEDAL-115_TIS_Tumor	4:75230896-75231067	318	7536
MEDAL-115_TIS_Tumor	4:81106757-81106824	78	628
MEDAL-115_TIS_Tumor	4:81189744-81189781	598	1527
MEDAL-115_TIS_Tumor	4:85404065-85404272	849	7747
MEDAL-115_TIS_Tumor	4:90757606-90757791	585	3251
MEDAL-115_TIS_Tumor	4:93224911-93225170	1085	22250
MEDAL-115_TIS_Tumor	4:107957260-107957458	270	10167
MEDAL-115_TIS_Tumor	4:108853128-108853353	289	15126
MEDAL-115_TIS_Tumor	4:110223747-110224140	317	22081
MEDAL-115_TIS_Tumor	4:121994232-121994294	31	795
MEDAL-115_TIS_Tumor	4:134068473-134068605	559	2466
MEDAL-115_TIS_Tumor	4:134069501-134069644	489	5714
MEDAL-115_TIS_Tumor	4:148402069-148402288	196	6252
MEDAL-115_TIS_Tumor	4:154709784-154710052	3087	17811
MEDAL-115_TIS_Tumor	4:156129720-156129872	246	5194
MEDAL-115_TIS_Tumor	4:164264781-164264963	360	6032
MEDAL-115_TIS_Tumor	4:166795768-166795919	56	382
MEDAL-115_TIS_Tumor	4:172734687-172734849	423	5784
MEDAL-115_TIS_Tumor	4:174450237-174450531	2138	11833
MEDAL-115_TIS_Tumor	4:174451866-174452090	1461	6898
MEDAL-115_TIS_Tumor	4:184826195-184826591	595	28762
MEDAL-115_TIS_Tumor	4:185942081-185942253	75	1175
MEDAL-115_TIS_Tumor	4:186048567-186048883	607	12583
MEDAL-115_TIS_Tumor	4:188916552-188916635	914	2365
MEDAL-115_TIS_Tumor	5:1882835-1883099	508	9582
MEDAL-115_TIS_Tumor	5:1883768-1884071	306	8773
MEDAL-115_TIS_Tumor	5:7396805-7396865	20	532
MEDAL-115_TIS_Tumor	5:16179933-16180189	3251	20944
MEDAL-115_TIS_Tumor	5:17218846-17219245	404	13590
MEDAL-115_TIS_Tumor	5:31193839-31194014	173	3108
MEDAL-115_TIS_Tumor	5:35618141-35618234	204	7269
MEDAL-115_TIS_Tumor	5:36690203-36690254	1711	2830
MEDAL-115_TIS_Tumor	5:38257417-38257561	998	4086
MEDAL-115_TIS_Tumor	5:42424358-42424431	38	741
MEDAL-115_TIS_Tumor	5:42992608-42993113	3213	14429
MEDAL-115_TIS_Tumor	5:50679671-50679823	172	2173
MEDAL-115_TIS_Tumor	5:72529811-72529875	4429	6848
MEDAL-115_TIS_Tumor	5:72595553-72595631	948	2740
MEDAL-115_TIS_Tumor	5:72716069-72716172	314	1748
MEDAL-115_TIS_Tumor	5:75379795-75379922	61	4070
MEDAL-115_TIS_Tumor	5:76012568-76012763	261	2052
MEDAL-115_TIS_Tumor	5:76924020-76924099	766	2167
MEDAL-115_TIS_Tumor	5:76934414-76934673	130	817
MEDAL-115_TIS_Tumor	5:77268937-77268961	1338	2483
MEDAL-115_TIS_Tumor	5:113391388-113391474	26	2215
MEDAL-115_TIS_Tumor	5:128795909-128796112	659	22874
MEDAL-115_TIS_Tumor	5:134880231-134880493	3029	8266
MEDAL-115_TIS_Tumor	5:135265722-135266104	656	10510
MEDAL-115_TIS_Tumor	5:139422991-139423155	132	8430
MEDAL-115_TIS_Tumor	5:153857666-153857807	222	5173
MEDAL-115_TIS_Tumor	5:153862048-153862456	4761	31035
MEDAL-115_TIS_Tumor	5:155108523-155108703	143	2936
MEDAL-115_TIS_Tumor	5:157098373-157098563	723	14668
MEDAL-115_TIS_Tumor	5:159738721-159738968	156	8208
MEDAL-115_TIS_Tumor	5:160975735-160975962	917	4668
MEDAL-115_TIS_Tumor	5:168727747-168727935	427	11440
MEDAL-115_TIS_Tumor	5:170736484-170736738	9459	21424
MEDAL-115_TIS_Tumor	5:170739084-170739350	2982	19105
MEDAL-115_TIS_Tumor	5:170742668-170742756	1960	4692
MEDAL-115_TIS_Tumor	5:170745534-170745605	208	799
MEDAL-115_TIS_Tumor	5:172670825-172671038	1896	12005
MEDAL-115_TIS_Tumor	5:173846119-173846335	654	7874
MEDAL-115_TIS_Tumor	5:174178858-174179020	1082	4484
MEDAL-115_TIS_Tumor	5:175084647-175084896	200	1801
MEDAL-115_TIS_Tumor	5:175299793-175300004	167	3703
MEDAL-115_TIS_Tumor	5:175793137-175793210	2415	3821
MEDAL-115_TIS_Tumor	5:178487460-178487556	48	2441
MEDAL-115_TIS_Tumor	5:178771309-178771557	365	15322
MEDAL-115_TIS_Tumor	6:391184-391357	594	3218
MEDAL-115_TIS_Tumor	6:393279-393407	407	5158
MEDAL-115_TIS_Tumor	6:5996111-5996418	2673	8502
MEDAL-115_TIS_Tumor	6:5997112-5997290	2593	12720
MEDAL-115_TIS_Tumor	6:6004226-6004298	7081	13634
MEDAL-115_TIS_Tumor	6:6007254-6007418	819	2559
MEDAL-115_TIS_Tumor	6:10415733-10415903	1555	5656
MEDAL-115_TIS_Tumor	6:10886893-10887053	111	5655
MEDAL-115_TIS_Tumor	6:24910854-24911377	96	21641
MEDAL-115_TIS_Tumor	6:26043780-26043826	7	1017
MEDAL-115_TIS_Tumor	6:26217005-26217232	293	3089
MEDAL-115_TIS_Tumor	6:26271711-26271890	302	1478
MEDAL-115_TIS_Tumor	6:27235699-27235940	3157	6853
MEDAL-115_TIS_Tumor	6:27279856-27280089	2844	22223
MEDAL-115_TIS_Tumor	6:27463042-27463256	2246	9727
MEDAL-115_TIS_Tumor	6:27858463-27858643	293	8442
MEDAL-115_TIS_Tumor	6:28175565-28175745	577	5526
MEDAL-115_TIS_Tumor	6:28303760-28303953	33	15454
MEDAL-115_TIS_Tumor	6:28411111-28411345	208	21093
MEDAL-115_TIS_Tumor	6:28602614-28602797	803	5461
MEDAL-115_TIS_Tumor	6:28626470-28626513	104	435
MEDAL-115_TIS_Tumor	6:28642241-28642472	872	16230
MEDAL-115_TIS_Tumor	6:28979042-28979087	23	336
MEDAL-115_TIS_Tumor	6:29596724-29596934	594	8883
MEDAL-115_TIS_Tumor	6:30449004-30449074	210	1419
MEDAL-115_TIS_Tumor	6:30646921-30647110	396	4347
MEDAL-115_TIS_Tumor	6:36807149-36807365	59	3730
MEDAL-115_TIS_Tumor	6:37673489-37673768	315	5109
MEDAL-115_TIS_Tumor	6:39281099-39281355	769	31213
MEDAL-115_TIS_Tumor	6:41339518-41339554	436	1485
MEDAL-115_TIS_Tumor	6:41606175-41606492	951	27043
MEDAL-115_TIS_Tumor	6:78173186-78173378	219	4907
MEDAL-115_TIS_Tumor	6:84418759-84418963	341	9509
MEDAL-115_TIS_Tumor	6:84562773-84563102	4003	26635
MEDAL-115_TIS_Tumor	6:85474443-85474591	746	4968
MEDAL-115_TIS_Tumor	6:88877122-88877226	128	2765
MEDAL-115_TIS_Tumor	6:91321014-91321138	237	3048
MEDAL-115_TIS_Tumor	6:99272057-99272248	215	1681
MEDAL-115_TIS_Tumor	6:100037493-100037549	882	2271
MEDAL-115_TIS_Tumor	6:100050968-100051256	1752	13860
MEDAL-115_TIS_Tumor	6:100054580-100054757	708	2815
MEDAL-115_TIS_Tumor	6:100060874-100061236	4589	24679
MEDAL-115_TIS_Tumor	6:100067028-100067124	782	4623
MEDAL-115_TIS_Tumor	6:100909010-100909408	2294	9273
MEDAL-115_TIS_Tumor	6:106442491-106442606	454	1593
MEDAL-115_TIS_Tumor	6:108488362-108488436	654	1336
MEDAL-115_TIS_Tumor	6:110678959-110679280	1226	8622
MEDAL-115_TIS_Tumor	6:114177197-114177660	888	5159
MEDAL-115_TIS_Tumor	6:130686841-130686990	56	3935
MEDAL-115_TIS_Tumor	6:133561730-133562645	1175	26267
MEDAL-115_TIS_Tumor	6:137242057-137242197	294	4153
MEDAL-115_TIS_Tumor	6:137311359-137311372	39	370
MEDAL-115_TIS_Tumor	6:150311477-150311645	242	7795
MEDAL-115_TIS_Tumor	6:152623256-152623393	1423	2676
MEDAL-115_TIS_Tumor	6:160769736-160769856	309	12233
MEDAL-115_TIS_Tumor	6:166421868-166422002	303	5385
MEDAL-115_TIS_Tumor	6:166580826-166580938	673	7326
MEDAL-115_TIS_Tumor	6:166582038-166582470	454	9082
MEDAL-115_TIS_Tumor	6:168226373-168226605	311	10595
MEDAL-115_TIS_Tumor	6:169653862-169653980	316	3832
MEDAL-115_TIS_Tumor	7:1271599-1271667	174	879
MEDAL-115_TIS_Tumor	7:1272708-1272877	1159	10084
MEDAL-115_TIS_Tumor	7:4998543-4998695	271	8029
MEDAL-115_TIS_Tumor	7:15726697-15726881	613	6322
MEDAL-115_TIS_Tumor	7:19146982-19147076	88	546
MEDAL-115_TIS_Tumor	7:19156733-19156918	417	10588
MEDAL-115_TIS_Tumor	7:19812439-19812450	11	230
MEDAL-115_TIS_Tumor	7:21209173-21209310	309	736
MEDAL-115_TIS_Tumor	7:27190932-27191146	3314	12692
MEDAL-115_TIS_Tumor	7:27196112-27196377	1065	12893
MEDAL-115_TIS_Tumor	7:27205447-27205678	1115	4858
MEDAL-115_TIS_Tumor	7:27213626-27213785	3474	11496
MEDAL-115_TIS_Tumor	7:27242137-27242195	1287	1662
MEDAL-115_TIS_Tumor	7:27282082-27282150	1471	3806
MEDAL-115_TIS_Tumor	7:29185981-29186273	324	11381
MEDAL-115_TIS_Tumor	7:30722145-30722439	2504	16146
MEDAL-115_TIS_Tumor	7:32110067-32110245	209	11199
MEDAL-115_TIS_Tumor	7:32338810-32339007	153	7237
MEDAL-115_TIS_Tumor	7:33943518-33943552	149	538
MEDAL-115_TIS_Tumor	7:35293583-35293765	2061	18345
MEDAL-115_TIS_Tumor	7:37487458-37487639	123	7921
MEDAL-115_TIS_Tumor	7:42267697-42267864	3449	13586
MEDAL-115_TIS_Tumor	7:43151981-43152149	235	4491
MEDAL-115_TIS_Tumor	7:44144264-44144512	508	8158
MEDAL-115_TIS_Tumor	7:49812956-49813166	632	19330
MEDAL-115_TIS_Tumor	7:49815193-49815379	236	12742
MEDAL-115_TIS_Tumor	7:54609485-54609712	198	4854
MEDAL-115_TIS_Tumor	7:64030072-64030263	752	19725
MEDAL-115_TIS_Tumor	7:65037620-65037779	433	5229
MEDAL-115_TIS_Tumor	7:75889122-75889283	1188	5627
MEDAL-115_TIS_Tumor	7:84814493-84814612	42	817
MEDAL-115_TIS_Tumor	7:84815374-84815608	426	5436
MEDAL-115_TIS_Tumor	7:87229717-87229974	981	11214
MEDAL-115_TIS_Tumor	7:87974705-87974777	244	3960
MEDAL-115_TIS_Tumor	7:89748065-89748181	105	1965
MEDAL-115_TIS_Tumor	7:96621880-96622048	125	2118
MEDAL-115_TIS_Tumor	7:96632708-96632856	1219	3744
MEDAL-115_TIS_Tumor	7:96653693-96653840	163	4155
MEDAL-115_TIS_Tumor	7:98467242-98467310	381	1550
MEDAL-115_TIS_Tumor	7:98990455-98990565	68	2777
MEDAL-115_TIS_Tumor	7:100823525-100823796	614	8442
MEDAL-115_TIS_Tumor	7:101006189-101006382	354	16805
MEDAL-115_TIS_Tumor	7:103629915-103630126	1120	19946
MEDAL-115_TIS_Tumor	7:103630959-103631225	138	5027
MEDAL-115_TIS_Tumor	7:107301621-107301799	81	3012
MEDAL-115_TIS_Tumor	7:113722862-113723052	495	3982
MEDAL-115_TIS_Tumor	7:119912466-119912652	95	2545
MEDAL-115_TIS_Tumor	7:120970075-120970201	38	2908
MEDAL-115_TIS_Tumor	7:121941892-121941903	187	358
MEDAL-115_TIS_Tumor	7:121950113-121950435	2413	12396
MEDAL-115_TIS_Tumor	7:121956469-121956812	1386	13453
MEDAL-115_TIS_Tumor	7:128337578-128337829	840	8811
MEDAL-115_TIS_Tumor	7:132261242-132261424	188	9130
MEDAL-115_TIS_Tumor	7:133811770-133811946	116	3990
MEDAL-115_TIS_Tumor	7:137531063-137531348	325	9250
MEDAL-115_TIS_Tumor	7:139208059-139208292	827	4178
MEDAL-115_TIS_Tumor	7:140774174-140774336	216	4933
MEDAL-115_TIS_Tumor	7:142494449-142495253	1234	48107
MEDAL-115_TIS_Tumor	7:145812841-145813147	186	6776
MEDAL-115_TIS_Tumor	7:148395176-148395350	5	1238
MEDAL-115_TIS_Tumor	7:151107497-151107668	297	6931
MEDAL-115_TIS_Tumor	7:152622257-152622305	101	471
MEDAL-115_TIS_Tumor	7:155164833-155164979	208	4844
MEDAL-115_TIS_Tumor	7:155166685-155166873	1600	10029
MEDAL-115_TIS_Tumor	7:155170702-155170874	244	7959
MEDAL-115_TIS_Tumor	7:155246038-155246052	19	445
MEDAL-115_TIS_Tumor	7:155252549-155252754	947	5977
MEDAL-115_TIS_Tumor	7:155259519-155259977	955	29896
MEDAL-115_TIS_Tumor	7:155325807-155326040	346	10934
MEDAL-115_TIS_Tumor	7:155596018-155596295	4698	28426
MEDAL-115_TIS_Tumor	7:157482355-157482619	1960	6470
MEDAL-115_TIS_Tumor	7:158936503-158936556	417	1534
MEDAL-115_TIS_Tumor	8:495913-495988	82	1819
MEDAL-115_TIS_Tumor	8:11562638-11562849	742	6045
MEDAL-115_TIS_Tumor	8:23572085-23572214	114	9678
MEDAL-115_TIS_Tumor	8:32078249-32078394	293	4137
MEDAL-115_TIS_Tumor	8:37823188-37823339	127	10271
MEDAL-115_TIS_Tumor	8:38965071-38965185	2007	5168
MEDAL-115_TIS_Tumor	8:41625490-41625592	45	1088
MEDAL-115_TIS_Tumor	8:49293374-49293552	1608	6613
MEDAL-115_TIS_Tumor	8:53478472-53478728	243	12397
MEDAL-115_TIS_Tumor	8:55366679-55366802	2804	8873
MEDAL-115_TIS_Tumor	8:57069926-57070149	940	9115
MEDAL-115_TIS_Tumor	8:62200493-62200650	281	3866
MEDAL-115_TIS_Tumor	8:67873794-67873970	968	10062
MEDAL-115_TIS_Tumor	8:67874965-67875183	879	10748
MEDAL-115_TIS_Tumor	8:70982250-70982368	209	586
MEDAL-115_TIS_Tumor	8:70984095-70984361	1615	5936
MEDAL-115_TIS_Tumor	8:72468876-72469146	1420	7991
MEDAL-115_TIS_Tumor	8:72755749-72755951	1439	12046
MEDAL-115_TIS_Tumor	8:72756754-72756941	92	2586
MEDAL-115_TIS_Tumor	8:77585122-77585387	806	6787
MEDAL-115_TIS_Tumor	8:77595988-77595999	11	261
MEDAL-115_TIS_Tumor	8:85094737-85094848	443	2462
MEDAL-115_TIS_Tumor	8:85096897-85097252	3184	19394
MEDAL-115_TIS_Tumor	8:91803944-91804245	349	12675
MEDAL-115_TIS_Tumor	8:93114282-93114520	542	9119
MEDAL-115_TIS_Tumor	8:95246364-95246449	344	1153
MEDAL-115_TIS_Tumor	8:99439705-99439857	220	4622
MEDAL-115_TIS_Tumor	8:104153213-104153339	194	6003
MEDAL-115_TIS_Tumor	8:109094223-109094352	209	1934
MEDAL-115_TIS_Tumor	8:109095970-109096070	1047	2826
MEDAL-115_TIS_Tumor	8:114444904-114445139	368	6093
MEDAL-115_TIS_Tumor	8:121137868-121138016	198	2985
MEDAL-115_TIS_Tumor	8:144242144-144242274	5	545
MEDAL-115_TIS_Tumor	8:145925592-145925773	297	7328
MEDAL-115_TIS_Tumor	9:842625-842775	2153	7393
MEDAL-115_TIS_Tumor	9:14347622-14347797	174	5874
MEDAL-115_TIS_Tumor	9:23822494-23822714	1276	3730
MEDAL-115_TIS_Tumor	9:37036418-37036661	2705	10555
MEDAL-115_TIS_Tumor	9:89560915-89561053	624	10769
MEDAL-115_TIS_Tumor	9:100615028-100615150	126	844
MEDAL-115_TIS_Tumor	9:101706656-101706791	137	4470
MEDAL-115_TIS_Tumor	9:104248921-104249098	85	7776
MEDAL-115_TIS_Tumor	9:104500267-104500497	1347	10494
MEDAL-115_TIS_Tumor	9:110228211-110228442	92	6466
MEDAL-115_TIS_Tumor	9:115653215-115653387	51	3497
MEDAL-115_TIS_Tumor	9:120176344-120176636	375	6367
MEDAL-115_TIS_Tumor	9:133534790-133534874	128	789
MEDAL-115_TIS_Tumor	9:133535623-133535759	924	9907
MEDAL-115_TIS_Tumor	9:139085423-139085543	210	4921
MEDAL-115_TIS_Tumor	9:140033389-140033538	1231	8122
MEDAL-115_TIS_Tumor	1:1935114-1935546	1982	15781
MEDAL-115_TIS_Tumor	1:4716372-4716584	600	7560
MEDAL-115_TIS_Tumor	1:12123294-12123466	174	3864
MEDAL-115_TIS_Tumor	1:13910133-13910295	246	4794
MEDAL-115_TIS_Tumor	1:18967986-18968089	482	6212
MEDAL-115_TIS_Tumor	1:20669760-20669934	3128	8557
MEDAL-115_TIS_Tumor	1:20879639-20879787	670	6736
MEDAL-115_TIS_Tumor	1:22140841-22141055	4529	16248
MEDAL-115_TIS_Tumor	1:37500379-37500683	1488	14903
MEDAL-115_TIS_Tumor	1:43251115-43251409	908	15287
MEDAL-115_TIS_Tumor	1:44884041-44884172	1344	5827
MEDAL-115_TIS_Tumor	1:46951232-46951651	4637	21619
MEDAL-115_TIS_Tumor	1:47696740-47696936	2337	11143
MEDAL-115_TIS_Tumor	1:47882340-47882489	963	9762
MEDAL-115_TIS_Tumor	1:50882012-50882254	605	8789
MEDAL-115_TIS_Tumor	1:50887059-50887143	2140	7780
MEDAL-115_TIS_Tumor	1:50892648-50892958	3243	13095
MEDAL-115_TIS_Tumor	1:50893642-50893808	3576	9692
MEDAL-115_TIS_Tumor	1:57888409-57888767	455	4538
MEDAL-115_TIS_Tumor	1:57890211-57890453	194	7392
MEDAL-115_TIS_Tumor	1:62660601-62660907	5522	23559
MEDAL-115_TIS_Tumor	1:63785696-63785939	3570	7854
MEDAL-115_TIS_Tumor	1:63792560-63792715	3178	9360
MEDAL-115_TIS_Tumor	1:67217945-67218003	197	1030
MEDAL-115_TIS_Tumor	1:70034538-70034658	90	1434
MEDAL-115_TIS_Tumor	1:82269517-82269606	56	891
MEDAL-115_TIS_Tumor	1:91182703-91182862	1581	6068
MEDAL-115_TIS_Tumor	1:91184285-91184582	3618	18334
MEDAL-115_TIS_Tumor	1:91185490-91185582	1073	2638
MEDAL-115_TIS_Tumor	1:91190996-91191156	1119	3628
MEDAL-115_TIS_Tumor	1:91194669-91194839	994	4833
MEDAL-115_TIS_Tumor	1:98510772-98511039	271	6923
MEDAL-115_TIS_Tumor	1:110610990-110611071	2192	4016
MEDAL-115_TIS_Tumor	1:110626972-110627155	447	6313
MEDAL-115_TIS_Tumor	1:110693607-110693763	1120	15600
MEDAL-115_TIS_Tumor	1:114697159-114697274	555	3715
MEDAL-115_TIS_Tumor	1:119528464-119528556	80	417
MEDAL-115_TIS_Tumor	1:119531200-119531278	292	565
MEDAL-115_TIS_Tumor	1:119550798-119551112	2192	13619
MEDAL-115_TIS_Tumor	1:145075496-145075711	3148	31126
MEDAL-115_TIS_Tumor	1:147775517-147775776	224	8060
MEDAL-115_TIS_Tumor	1:151693833-151694010	8	4059
MEDAL-115_TIS_Tumor	1:152085164-152085292	1022	9839
MEDAL-115_TIS_Tumor	1:156815127-156815361	196	4345
MEDAL-115_TIS_Tumor	1:158082996-158083099	200	1652
MEDAL-115_TIS_Tumor	1:159141688-159141833	78	3311
MEDAL-115_TIS_Tumor	1:165204823-165205009	58	2661
MEDAL-115_TIS_Tumor	1:165323519-165323748	2707	13617
MEDAL-115_TIS_Tumor	1:166134177-166134440	389	23788
MEDAL-115_TIS_Tumor	1:177134317-177134460	32	673
MEDAL-115_TIS_Tumor	1:179560979-179561139	573	8364
MEDAL-115_TIS_Tumor	1:180204048-180204276	1389	13549
MEDAL-115_TIS_Tumor	1:181287629-181287927	1217	11846
